mgrs,date,datetime,ID,cloud_percent
40TDR,2023-07-23,2023-07-23T07:17:03.746000+00:00,S2B_40TDR_20230723_0_L1C,0.363373047866464
40TDS,2023-03-08,2023-03-08T07:26:43.145000+00:00,S2B_40TDS_20230308_0_L1C,19.2548390540336
40TDT,2022-03-23,2022-03-23T07:26:23.198000+00:00,S2B_40TDT_20220323_0_L1C,2.97179190841418
40TEP,2023-05-01,2023-05-01T07:07:28.389000+00:00,S2B_40TEP_20230501_0_L1C,15.5695083850785
40TER,2023-05-29,2023-05-29T07:16:57.669000+00:00,S2A_40TER_20230529_0_L1C,1.79479829197647
40TFN,2023-04-01,2023-04-01T07:07:40.709000+00:00,S2B_40TFN_20230401_0_L1C,40.4683627459763
40TFP,2022-07-15,2022-07-15T07:07:27.207000+00:00,S2B_40TFP_20220715_0_L1C,0.0676341485263818
40TFR,2022-01-16,2022-01-16T07:06:49.307000+00:00,S2B_40TFR_20220116_0_L1C,18.3415
40TFT,2023-08-29,2023-08-29T07:06:29.163000+00:00,S2B_40TFT_20230829_0_L1C,28.4603008269154
40TGL,2022-03-09,2022-03-09T06:58:10.643000+00:00,S2A_40TGL_20220309_0_L1C,0.0647973961599331
40UCB,2022-03-01,2022-03-01T07:35:33.055000+00:00,S2A_40UCB_20220301_0_L1C,0.0
40UCD,2023-10-17,2023-10-17T07:35:03.684000+00:00,S2B_40UCD_20231017_0_L1C,11.7026187703425
40UCE,2023-08-11,2023-08-11T07:44:49.088000+00:00,S2B_40UCE_20230811_0_L1C,27.2627115382597
40UCF,2022-07-24,2022-07-24T07:34:37.935000+00:00,S2B_40UCF_20220724_0_L1C,24.8262114728201
40UCF,2022-12-09,2022-12-09T07:44:30.381000+00:00,S2A_40UCF_20221209_0_L1C,2.34906984382932
40UCG,2022-10-20,2022-10-20T07:44:17.623000+00:00,S2A_40UCG_20221020_0_L1C,29.3654035653498
40UCU,2022-03-23,2022-03-23T07:26:13.382000+00:00,S2B_40UCU_20220323_0_L1C,23.2712233867837
40UCV,2023-08-08,2023-08-08T07:36:02.841000+00:00,S2B_40UCV_20230808_0_L1C,19.2055113403581
40UDA,2022-09-04,2022-09-04T07:25:54.673000+00:00,S2A_40UDA_20220904_0_L1C,2.7113081907492
40UDC,2023-10-22,2023-10-22T07:35:10.417000+00:00,S2A_40UDC_20231022_0_L1C,0.547180778122901
40UDD,2022-03-18,2022-03-18T07:25:03.387000+00:00,S2A_40UDD_20220318_0_L1C,0.0223993244819519
40UDU,2022-12-15,2022-12-15T07:16:12.427000+00:00,S2B_40UDU_20221215_0_L1C,6.23757763511846
40UEF,2022-11-28,2022-11-28T07:24:25.876000+00:00,S2B_40UEF_20221128_0_L1C,38.799098211353
40UEU,2022-05-19,2022-05-19T07:16:10.443000+00:00,S2B_40UEU_20220519_0_L1C,23.1239810086894
40UEU,2023-07-08,2023-07-08T07:16:15.995000+00:00,S2A_40UEU_20230708_0_L1C,9.26313117740153
40UEV,2023-10-16,2023-10-16T07:15:55.093000+00:00,S2A_40UEV_20231016_0_L1C,0.0
40VCH,2022-07-12,2022-07-12T07:44:14.831000+00:00,S2A_40VCH_20220712_0_L1C,0.238108035474335
40VCJ,2023-08-11,2023-08-11T07:43:53.485000+00:00,S2B_40VCJ_20230811_0_L1C,28.2554868762877
40VCJ,2023-08-21,2023-08-21T07:43:52.743000+00:00,S2B_40VCJ_20230821_0_L1C,44.1246080802652
40VEH,2023-05-27,2023-05-27T07:24:02.793000+00:00,S2B_40VEH_20230527_0_L1C,22.3513709019959
40VEJ,2022-04-20,2022-04-20T07:33:45.595000+00:00,S2A_40VEJ_20220420_0_L1C,13.5915673803338
40VEL,2022-06-19,2022-06-19T07:33:24.420000+00:00,S2A_40VEL_20220619_0_L1C,48.2594284690495
41SKA,2023-12-01,2023-12-01T06:49:18.618000+00:00,S2B_41SKA_20231201_0_L1C,3.06838606337105
41SKC,2022-12-29,2022-12-29T06:58:48.327000+00:00,S2B_41SKC_20221229_0_L1C,0.0
41SKC,2023-01-08,2023-01-08T06:58:46.285000+00:00,S2B_41SKC_20230108_0_L1C,23.418853952044
41SLA,2023-03-16,2023-03-16T06:49:21.910000+00:00,S2B_41SLA_20230316_0_L1C,17.7705216638299
41SLB,2022-05-15,2022-05-15T06:49:07.883000+00:00,S2A_41SLB_20220515_0_L1C,23.0451192929021
41SLC,2022-12-16,2022-12-16T06:48:47.172000+00:00,S2B_41SLC_20221216_0_L1C,0.322195347726119
41SLC,2023-05-20,2023-05-20T06:48:50.326000+00:00,S2A_41SLC_20230520_1_L1C,33.0243149090775
41SLD,2022-11-11,2022-11-11T06:48:37.986000+00:00,S2A_41SLD_20221111_0_L1C,9.39568616726449
41SLD,2023-04-25,2023-04-25T06:48:36.409000+00:00,S2B_41SLD_20230425_0_L1C,41.8855981746702
41SMA,2022-06-29,2022-06-29T06:49:19.010000+00:00,S2B_41SMA_20220629_0_L1C,0.0
41SMA,2023-08-13,2023-08-13T06:49:19.493000+00:00,S2B_41SMA_20230813_0_L1C,0.0
41SMB,2022-04-30,2022-04-30T06:48:53.034000+00:00,S2B_41SMB_20220430_0_L1C,0.781988115500612
41SMB,2023-08-03,2023-08-03T06:49:04.272000+00:00,S2B_41SMB_20230803_0_L1C,0.0
41SMB,2023-09-27,2023-09-27T06:49:01.941000+00:00,S2A_41SMB_20230927_0_L1C,1.26925259040282
41SMC,2022-05-25,2022-05-25T06:48:52.432000+00:00,S2A_41SMC_20220525_0_L1C,0.0
41SMV,2022-04-30,2022-04-30T06:49:21.397000+00:00,S2B_41SMV_20220430_0_L1C,29.9927580728578
41SMV,2023-07-11,2023-07-11T06:39:37.213000+00:00,S2B_41SMV_20230711_0_L1C,0.0
41SNA,2023-03-18,2023-03-18T06:39:12.357000+00:00,S2A_41SNA_20230318_0_L1C,20.4614948191944
41SNA,2023-07-01,2023-07-01T06:39:19.638000+00:00,S2B_41SNA_20230701_0_L1C,0.0
41SNA,2023-11-13,2023-11-13T06:39:13.546000+00:00,S2A_41SNA_20231113_0_L1C,0.0
41SNC,2022-01-25,2022-01-25T06:48:41.213000+00:00,S2A_41SNC_20220125_0_L1C,0.0
41SPB,2022-09-19,2022-09-19T06:39:04.596000+00:00,S2A_41SPB_20220919_0_L1C,0.0
41SPB,2023-08-25,2023-08-25T06:39:02.462000+00:00,S2A_41SPB_20230825_0_L1C,0.0
41SPB,2023-10-04,2023-10-04T06:38:57.905000+00:00,S2A_41SPB_20231004_0_L1C,0.0
41SPV,2022-09-19,2022-09-19T06:39:33.464000+00:00,S2A_41SPV_20220919_0_L1C,0.0
41SQA,2022-04-24,2022-04-24T06:29:05.566000+00:00,S2B_41SQA_20220424_0_L1C,12.1687718355281
41SQC,2023-12-03,2023-12-03T06:38:30.663000+00:00,S2A_41SQC_20231203_0_L1C,0.0
41SQD,2022-12-03,2022-12-03T06:38:21.698000+00:00,S2B_41SQD_20221203_0_L1C,1.90819601910986
41TKE,2022-10-20,2022-10-20T06:58:20.082000+00:00,S2B_41TKE_20221020_0_L1C,5.16724894741557
