Name,geometry,EI_region,OG_producing
14SNB,"POLYGON Z ((-99.0002151698 33.4395750671 0, -97.8190423988 33.4339520627 0, -97.8321328731 32.4437136478 0, -99.00021278400001 32.4491287927 0, -99.0002151698 33.4395750671 0))",USA,True
14SNC,"POLYGON Z ((-99.0002174469 34.3416634592 0, -97.8065477965 34.3358470405 0, -97.8202345469 33.3457570767 0, -99.0002149525 33.3513613811 0, -99.0002174469 34.3416634592 0))",USA,True
14SND,"POLYGON Z ((-99.0002198262 35.2430777118 0, -97.7934932745 35.2370638902 0, -97.807801811 34.2471243765 0, -99.0002172184 34.2529215885 0, -99.0002198262 35.2430777118 0))",USA,True
14SNE,"POLYGON Z ((-99.0002223149 36.1448984131 0, -97.7798378311 36.138682727 0, -97.7947962466 35.148895712 0, -99.0002195887 35.1548900323 0, -99.0002223149 36.1448984131 0))",USA,True
14SNF,"POLYGON Z ((-99.0002249168 37.0465830501 0, -97.76556196870001 37.0401609039 0, -97.7811999799 36.0505282155 0, -99.00022206669999 36.0567239647 0, -99.0002249168 37.0465830501 0))",USA,True
14SNG,"POLYGON Z ((-99.0002276355 37.9475895716 0, -97.7506457084 37.9409562301 0, -97.76699475179998 36.9514794714 0, -99.0002246557 36.9578810948 0, -99.0002276355 37.9475895716 0))",USA,True
14SNH,"POLYGON Z ((-99.0002304798 38.8489984834 0, -97.7350398852 38.8421486724 0, -97.7521345913 37.8528295029 0, -99.0002273641 37.8594419589 0, -99.0002304798 38.8489984834 0))",USA,True
14SPA,"POLYGON Z ((-97.93512013580002 32.5328466262 0, -96.7664473221 32.5175186902 0, -96.7903481549 31.52767425620001 0, -97.9465240007 31.542427286 0, -97.93512013580002 32.5328466262 0))",USA,True
14SPB,"POLYGON Z ((-97.92423373570001 33.4349091884 0, -96.7436315804 33.4190467071 0, -96.76862412 32.4293591611 0, -97.9361587687 32.4446353942 0, -97.92423373570001 33.4349091884 0))",USA,True
14SPC,"POLYGON Z ((-97.9128515066 34.3368370866 0, -96.7197772708 34.3204291115 0, -96.7459076226 33.3309012795 0, -97.92531974799999 33.3467110196 0, -97.9128515066 34.3368370866 0))",USA,True
14SPD,"POLYGON Z ((-97.90095918760001 35.2380875354 0, -96.6948545929 35.2211228306 0, -96.7221713707 34.2317573471 0, -97.9139938791 34.2481111535 0, -97.90095918760001 35.2380875354 0))",USA,True
14SPE,"POLYGON Z ((-97.8885194247 36.1397407305 0, -96.668785361 36.1222067278 0, -96.6973420977 35.1330063316 0, -97.9021461612 35.149916038 0, -97.8885194247 36.1397407305 0))",USA,True
14SPF,"POLYGON Z ((-97.87551445270002 37.0412540476 0, -96.6415324537 37.0231378021 0, -96.6713857705 36.0341050484 0, -97.8897603087 36.0515828257 0, -97.87551445270002 37.0412540476 0))",USA,True
14SPG,"POLYGON Z ((-97.8619260681 37.9420853198 0, -96.61305784250001 37.923373495 0, -96.6442676305 36.9345107528 0, -97.87681968520002 36.9525691221 0, -97.8619260681 37.9420853198 0))",USA,True
14SQA,"POLYGON Z ((-96.871141153 32.5193348717 0, -95.70353549609999 32.4941417267 0, -95.73876891529999 31.5051737443 0, -96.8939237565 31.5294223274 0, -96.871141153 32.5193348717 0))",USA,True
14SQB,"POLYGON Z ((-96.84939281 33.4209262161 0, -95.66990292279999 33.3948548602 0, -95.7067443676 32.4060610176 0, -96.87321610949999 32.4311692173 0, -96.84939281 33.4209262161 0))",USA,True
14SQC,"POLYGON Z ((-96.82665442000001 34.322373244 0, -95.63474072999999 34.2954057299 0, -95.67325796990002 33.3067898319 0, -96.85156237389998 33.3327745403 0, -96.82665442000001 34.322373244 0))",USA,True
14SQD,"POLYGON Z ((-96.8028975672 35.2231329166 0, -95.598005186 35.1952508288 0, -95.6382696659 34.2068165369 0, -96.8289365255 34.2336950624 0, -96.8028975672 35.2231329166 0))",USA,True
14SQE,"POLYGON Z ((-96.77804771179999 36.124284255 0, -95.5595812636 36.0954669932 0, -95.6016716521 35.1072181615 0, -96.8052687156 35.1350099022 0, -96.77804771179999 36.124284255 0))",USA,True
14SQF,"POLYGON Z ((-96.752069457 37.0252843026 0, -95.5194144911 36.9955106534 0, -95.5634139803 36.0074510114 0, -96.7805264921 36.0361759149 0, -96.752069457 37.0252843026 0))",USA,True
14SQG,"POLYGON Z ((-96.72492653930001 37.9255905472 0, -95.477449085 37.8948386585 0, -95.52344565569999 36.9069718126 0, -96.75467671039999 36.9366503972 0, -96.72492653930001 37.9255905472 0))",USA,True
14TKK,"POLYGON Z ((-102.5454637015 40.5964014683 0, -101.24913478 40.6289489934 0, -101.2167646565 39.6404485626 0, -102.4945126476 39.609013147 0, -102.5454637015 40.5964014683 0))",USA,True
14TKL,"POLYGON Z ((-102.5941245518 41.4956464351 0, -101.2800518845 41.5292355003 0, -101.2461861184 40.5409099944 0, -102.5408226025 40.5084628253 0, -102.5941245518 41.4956464351 0))",USA,True
14ULU,"POLYGON Z ((-101.7193584952 48.72091486890001 0, -100.2270055358 48.7464804442 0, -100.2035982978 47.7588553721 0, -101.6675423297 47.7341556018 0, -101.7193584952 48.72091486890001 0))",USA,True
15RTN,"POLYGON Z ((-96.1035367504 29.7940071465 0, -94.9684382227 29.8158011617 0, -94.949508151 28.8253787668 0, -96.0737250582 28.8044452451 0, -96.1035367504 29.7940071465 0))",USA,True
15RTP,"POLYGON Z ((-96.1320174883 30.6952740477 0, -94.9865237501 30.7178664205 0, -94.9667134142 29.7275896486 0, -96.1008205074 29.7058729413 0, -96.1320174883 30.6952740477 0))",USA,True
15RTQ,"POLYGON Z ((-96.16181155929999 31.5963908009 0, -95.0054438852 31.6197961708 0, -94.9847190459 30.6296680131 0, -96.1291755165 30.6071543369 0, -96.16181155929999 31.5963908009 0))",USA,True
15RUP,"POLYGON Z ((-95.0886033713 30.7162636631 0, -93.9421703624 30.7296502514 0, -93.9327689458 29.7389165957 0, -95.0677767941 29.7260490256 0, -95.0886033713 30.7162636631 0))",USA,True
15RUQ,"POLYGON Z ((-95.1084940324 31.6181357244 0, -93.9511494784 31.6320042048 0, -93.9413138944 30.6414107828 0, -95.0867060905 30.6280708398 0, -95.1084940324 31.6181357244 0))",USA,True
15RVP,"POLYGON Z ((-94.0449388796 30.7288635167 0, -92.89804766290001 30.7330299888 0, -92.8990651695 29.7421652746 0, -94.0345124167 29.7381603676 0, -94.0449388796 30.7288635167 0))",USA,True
15RVQ,"POLYGON Z ((-94.054896986 31.6311891453 0, -92.89707585630002 31.6355056283 0, -92.8981403578 30.6447787416 0, -94.0439890306 30.6406267898 0, -94.054896986 31.6311891453 0))",USA,True
15RWP,"POLYGON Z ((-93.00020891890001 30.7330700318 0, -91.8533411848 30.728004669 0, -91.8647821051 29.7373348222 0, -93.0002068338 29.7422037647 0, -93.00020891890001 30.7330700318 0))",USA,True
15RWQ,"POLYGON Z ((-93.0002109103 31.6355471131 0, -91.842414205 31.6302993771 0, -91.8543834501 30.6397709351 0, -93.00020872890002 30.644818645 0, -93.0002109103 31.6355471131 0))",USA,True
15RXQ,"POLYGON Z ((-91.94552474320001 31.63119262920001 0, -90.78825383349998 31.6163885677 0, -90.8111066834 30.626390258 0, -91.9564283398 30.6406301409 0, -91.94552474320001 31.63119262920001 0))",USA,True
15RYN,"POLYGON Z ((-90.930823608 29.8142615342 0, -89.7958377804 29.7916042166 0, -89.8266121391 28.8021371689 0, -90.95072083779999 28.8238999399 0, -90.930823608 29.8142615342 0))",USA,True
15RYP,"POLYGON Z ((-90.9118141155 30.7162703816 0, -89.7664374613 30.6927831157 0, -89.7986417305 29.703478533 0, -90.9326365369 29.7260554837 0, -90.9118141155 30.7162703816 0))",USA,True
15RYQ,"POLYGON Z ((-90.8919274231 31.6181426848 0, -89.7356815172 31.5938102557 0, -89.7693711895 30.6046720794 0, -90.91371101760001 30.628077535 0, -90.8919274231 31.6181426848 0))",USA,True
15STA,"POLYGON Z ((-96.3713182092 36.9986680798 0, -95.1385056246 37.0273076796 0, -95.1114312329 36.0381279927 0, -96.32869364810001 36.0104972572 0, -96.3713182092 36.9986680798 0))",USA,True
15STB,"POLYGON Z ((-96.4119724787 37.8980997873 0, -95.16432984130002 37.9276804329 0, -95.13602504579998 36.9386673111 0, -96.3674130031 36.9101191611 0, -96.4119724787 37.8980997873 0))",USA,True
15STR,"POLYGON Z ((-96.1929523539 32.496813532 0, -95.0252199246 32.5210468637 0, -95.0035445779 31.5310701142 0, -96.15882071259999 31.50774539940001 0, -96.1929523539 32.496813532 0))",USA,True
15STS,"POLYGON Z ((-96.2255333482 33.3976197781 0, -95.0459113336 33.4226979051 0, -95.02324581050001 32.4328754352 0, -96.1898438202 32.4087238164 0, -96.2255333482 33.3976197781 0))",USA,True
15STT,"POLYGON Z ((-96.259596283 34.2982656608 0, -95.0675447348 34.324205852 0, -95.0438472044 33.3345403393 0, -96.22228319609998 33.3095455631 0, -96.259596283 34.2982656608 0))",USA,True
15STU,"POLYGON Z ((-96.29518354419999 35.1982077222 0, -95.0901471721 35.2250276976 0, -95.0653735271 34.235521621 0, -96.25617766360001 34.2096670331 0, -96.29518354419999 35.1982077222 0))",USA,True
15STV,"POLYGON Z ((-96.3324065876 36.0985230303 0, -95.1137895726 36.1262426116 0, -95.0878912417 35.1368985412 0, -96.29163167729999 35.1101654766 0, -96.3324065876 36.0985230303 0))",USA,True
15SUB,"POLYGON Z ((-95.2755282362 37.9255817499 0, -94.02656005900002 37.9431111742 0, -94.01312514329999 36.9535591425 0, -95.24577213040001 36.936641907 0, -95.2755282362 37.9255817499 0))",USA,True
15SUC,"POLYGON Z ((-95.30393084280001 38.826272624 0, -94.03938428010001 38.8443739355 0, -94.0253365591 37.8549776624 0, -95.2728184276 37.8375034156 0, -95.30393084280001 38.826272624 0))",USA,True
15SUR,"POLYGON Z ((-95.1292844506 32.519327665 0, -93.9605349614 32.5336869262 0, -93.9502480981 31.5432360635 0, -95.1064973007 31.5294153911 0, -95.1292844506 32.519327665 0))",USA,True
15SUS,"POLYGON Z ((-95.15103713339998 33.4209187581 0, -93.97035505840002 33.4357787985 0, -93.9595980613 32.4454728593 0, -95.12720908000001 32.431162035 0, -95.15103713339998 33.4209187581 0))",USA,True
15SUU,"POLYGON Z ((-95.19754165339998 35.2231249405 0, -93.991349951 35.239017584 0, -93.9795919517 34.2490077042 0, -95.1714974996 34.2336873735 0, -95.19754165339998 35.2231249405 0))",USA,True
15SVR,"POLYGON Z ((-94.06530575269998 32.5328430191 0, -92.8960600635 32.5373122829 0, -92.8971734126 31.5467254146 0, -94.053897329 31.54242381410001 0, -94.06530575269998 32.5328430191 0))",USA,True
15SVS,"POLYGON Z ((-94.0761965047 33.4349054555 0, -92.8949972264 33.4395306156 0, -92.8961614646 32.4490859845 0, -94.06426670460002 32.4446317993 0, -94.0761965047 33.4349054555 0))",USA,True
15SVU,"POLYGON Z ((-94.0994803566 35.238083543 0, -92.89272491149998 35.2430301705 0, -92.8939975043 34.2528757597 0, -94.0864404547 34.2481073049 0, -94.0994803566 35.238083543 0))",USA,True
15SVV,"POLYGON Z ((-94.1119250922 36.1397366041 0, -92.8915103921 36.1448492759 0, -92.8928407977 35.1548426452 0, -94.0982929086 35.1499120586 0, -94.1119250922 36.1397366041 0))",USA,True
15SWR,"POLYGON Z ((-93.00021299180001 32.537355236 0, -91.8309927331 32.5319217595 0, -91.84351112289998 31.5415371135 0, -93.0002107104 31.5467667563 0, -93.00021299180001 32.537355236 0))",USA,True
15SWS,"POLYGON Z ((-93.0002151698 33.4395750671 0, -91.8190423988 33.4339520627 0, -91.8321328731 32.4437136478 0, -93.00021278399998 32.4491287927 0, -93.0002151698 33.4395750671 0))",USA,True
15SWU,"POLYGON Z ((-93.0002198262 35.2430777118 0, -91.79349327450001 35.2370638902 0, -91.807801811 34.2471243765 0, -93.0002172184 34.2529215885 0, -93.0002198262 35.2430777118 0))",USA,True
15SWV,"POLYGON Z ((-93.0002223149 36.1448984131 0, -91.7798378311 36.138682727 0, -91.7947962466 35.148895712 0, -93.00021958870002 35.1548900323 0, -93.0002223149 36.1448984131 0))",USA,True
15SXU,"POLYGON Z ((-91.90095918760001 35.2380875354 0, -90.6948545929 35.2211228306 0, -90.72217137070001 34.2317573471 0, -91.9139938791 34.2481111535 0, -91.90095918760001 35.2380875354 0))",USA,True
15SXV,"POLYGON Z ((-91.8885194247 36.1397407305 0, -90.66878536100002 36.1222067278 0, -90.6973420977 35.1330063316 0, -91.9021461612 35.149916038 0, -91.8885194247 36.1397407305 0))",USA,True
15SYR,"POLYGON Z ((-90.871141153 32.5193348717 0, -89.7035354961 32.4941417267 0, -89.7387689153 31.5051737443 0, -90.8939237565 31.5294223274 0, -90.871141153 32.5193348717 0))",USA,True
16RBT,"POLYGON Z ((-90.1035367504 29.7940071465 0, -88.9684382227 29.8158011617 0, -88.949508151 28.8253787668 0, -90.0737250582 28.8044452451 0, -90.1035367504 29.7940071465 0))",USA,True
16RBU,"POLYGON Z ((-90.1320174883 30.6952740477 0, -88.9865237501 30.7178664205 0, -88.9667134142 29.7275896486 0, -90.1008205074 29.7058729413 0, -90.1320174883 30.6952740477 0))",USA,True
16RBV,"POLYGON Z ((-90.16181155929999 31.5963908009 0, -89.0054438852 31.6197961708 0, -88.9847190459 30.6296680131 0, -90.1291755165 30.6071543369 0, -90.16181155929999 31.5963908009 0))",USA,True
16SBA,"POLYGON Z ((-90.1929523539 32.496813532 0, -89.0252199246 32.5210468637 0, -89.0035445779 31.5310701142 0, -90.15882071259999 31.50774539940001 0, -90.1929523539 32.496813532 0))",USA,True
16SCA,"POLYGON Z ((-89.1292844506 32.519327665 0, -87.9605349614 32.5336869262 0, -87.9502480981 31.5432360635 0, -89.1064973007 31.5294153911 0, -89.1292844506 32.519327665 0))",USA,True
16SCC,"POLYGON Z ((-89.1737800605 34.3223655296 0, -87.9806224329 34.3377366076 0, -87.9693754185 33.3475777377 0, -89.1488671366 33.3327671071 0, -89.1737800605 34.3223655296 0))",USA,True
16SDB,"POLYGON Z ((-88.0761965047 33.4349054555 0, -86.8949972264 33.4395306156 0, -86.8961614646 32.4490859845 0, -88.0642667046 32.4446317993 0, -88.0761965047 33.4349054555 0))",USA,True
16SDC,"POLYGON Z ((-88.0875832838 34.3368332252 0, -86.8938859736 34.3416174786 0, -86.8951032539 33.3513170774 0, -88.0751100583 33.346707299 0, -88.0875832838 34.3368332252 0))",USA,True
16SEB,"POLYGON Z ((-87.0002151698 33.4395750671 0, -85.8190423988 33.4339520627 0, -85.8321328731 32.4437136478 0, -87.000212784 32.4491287927 0, -87.0002151698 33.4395750671 0))",USA,True
16SEC,"POLYGON Z ((-87.0002174469 34.3416634592 0, -85.8065477965 34.3358470405 0, -85.8202345469 33.3457570767 0, -87.0002149525 33.3513613811 0, -87.0002174469 34.3416634592 0))",USA,True
16TEQ,"POLYGON Z ((-87.0002544396 45.1538372504 0, -85.6035888269 45.1452996726 0, -85.6271059996 44.1571165569 0, -87.0002501529 44.165366495 0, -87.0002544396 45.1538372504 0))",USA,True
16TFQ,"POLYGON Z ((-85.7279590322 45.1467528551 0, -84.3323789232 45.12267188 0, -84.3772587909 44.1352507247 0, -85.7493830752 44.1585207859 0, -85.7279590322 45.1467528551 0))",USA,True
16TFR,"POLYGON Z ((-85.7074679642 46.0462654558 0, -84.2894558524 46.02142174199999 0, -84.3364957922 45.03419013980001 0, -85.7299243282 45.0581973201 0, -85.7074679642 46.0462654558 0))",USA,True
16TGQ,"POLYGON Z ((-84.4573686428 45.1255248825 0, -83.0639024439 45.0859569597 0, -83.1300132336 44.0997709175 0, -84.500151211 44.1380076875 0, -84.4573686428 45.1255248825 0))",USA,True
16TGR,"POLYGON Z ((-84.4164511604 46.0243650752 0, -83.0006794401 45.9835452061 0, -83.069966609 44.9975876117 0, -84.4612931365 45.0370344026 0, -84.4164511604 46.0243650752 0))",USA,True
17SLA,"POLYGON Z ((-83.2483799039 37.0252757852 0, -82.0143025385 37.0422472418 0, -82.001451963 36.0525410086 0, -83.2199171917 36.0361676977 0, -83.2483799039 37.0252757852 0))",USA,True
17SLB,"POLYGON Z ((-83.2755282362 37.9255817499 0, -82.026560059 37.9431111742 0, -82.0131251433 36.9535591425 0, -83.2457721304 36.936641907 0, -83.2755282362 37.9255817499 0))",USA,True
17SLC,"POLYGON Z ((-83.3039308428 38.826272624 0, -82.0393842801 38.8443739355 0, -82.0253365591 37.8549776624 0, -83.2728184276 37.8375034156 0, -83.3039308428 38.826272624 0))",USA,True
17SMA,"POLYGON Z ((-82.1249352626 37.0412497841 0, -80.8902406792 37.0465322806 0, -80.8916315425 36.0566749851 0, -82.1106837122 36.0515787125 0, -82.1249352626 37.0412497841 0))",USA,True
17SMB,"POLYGON Z ((-82.1385290788 37.9420809161 0, -80.8889139942 37.9475371324 0, -80.8903681133 36.9578304876 0, -82.1236295084 36.9525648722 0, -82.1385290788 37.9420809161 0))",USA,True
17SMC,"POLYGON Z ((-82.1527513507 38.843310058 0, -80.8875259619 38.8489443328 0, -80.8890464194 37.8593896848 0, -82.137172196 37.8539506479 0, -82.1527513507 38.843310058 0))",USA,True
17SMD,"POLYGON Z ((-82.1676247275 39.7443952014 0, -80.8860743698 39.7502120214 0, -80.8876644379 38.7608104753 0, -82.1513324821 38.755193805 0, -82.1676247275 39.7443952014 0))",USA,True
17SNC,"POLYGON Z ((-81.0002304798 38.8489984834 0, -79.7350398852 38.8421486724 0, -79.7521345913 37.8528295029 0, -81.0002273641 37.8594419589 0, -81.0002304798 38.8489984834 0))",USA,True
17SND,"POLYGON Z ((-81.0002334544 39.7502679266 0, -79.7187196513 39.7431961917 0, -79.7365967808 38.7540360478 0, -81.000230196 38.7608644567 0, -81.0002334544 39.7502679266 0))",USA,True
17SPC,"POLYGON Z ((-79.8477094787 38.8433146054 0, -78.5832677968 38.8239923461 0, -78.6159000287 37.8353021099 0, -79.8632824087 37.8539550377 0, -79.8477094787 38.8433146054 0))",USA,True
17SPD,"POLYGON Z ((-79.8328420445 39.7443998961 0, -78.5521150239 39.7244518411 0, -78.5862397213 38.7359364307 0, -79.8491277804 38.7551983381 0, -79.8328420445 39.7443998961 0))",USA,True
17TLK,"POLYGON Z ((-83.543139483 45.12551356149999 0, -82.1474073816 45.1480731824 0, -82.1280812959 44.1597966332 0, -83.5003483869 44.1379967477 0, -83.543139483 45.12551356149999 0))",USA,True
17TME,"POLYGON Z ((-82.1831726066 40.6447948038 0, -80.8845569324 40.6507988109 0, -80.8862200855 39.6615512269 0, -82.1661316955 39.6557525722 0, -82.1831726066 40.6447948038 0))",USA,True
17TMF,"POLYGON Z ((-82.1994491016 41.5455887675 0, -80.8829683656 41.5517851164 0, -80.8847084355 40.5626923868 0, -82.1816202922 40.5567069114 0, -82.1994491016 41.5455887675 0))",USA,True
17TNE,"POLYGON Z ((-81.0002365639 40.6508565153 0, -79.7016593384 40.6435572136 0, -79.7203579214 39.6545573065 0, -81.0002331558 39.6616069575 0, -81.0002365639 40.6508565153 0))",USA,True
17TNF,"POLYGON Z ((-81.0002398192 41.5518446696 0, -79.6837995746 41.544311535 0, -79.7033626538 40.5554731408 0, -81.0002362534 40.5627499131 0, -81.0002398192 41.5518446696 0))",USA,True
17TPE,"POLYGON Z ((-79.8173003773 40.6447996495 0, -78.51955068 40.6242099087 0, -78.5552421779 39.6358714699 0, -79.8343344799 39.6557572523 0, -79.8173003773 40.6447996495 0))",USA,True
17TPF,"POLYGON Z ((-79.8010303852 41.5455937685 0, -78.4854616094 41.5243446964 0, -78.5228018784 40.536185528 0, -79.8188520715 40.5567117422 0, -79.8010303852 41.5455937685 0))",USA,True
17TPG,"POLYGON Z ((-79.7840029773 42.4462408622 0, -78.4497870668 42.4243141366 0, -78.4888634531 41.4363363796 0, -79.8026540426 41.4575201915 0, -79.7840029773 42.4462408622 0))",USA,True
17TQF,"POLYGON Z ((-78.6032964141 41.526862291 0, -77.2894253513 41.4919436333 0, -77.3444449856 40.504885836 0, -78.6388909579 40.5386175015 0, -78.6032964141 41.526862291 0))",USA,True
17TQG,"POLYGON Z ((-78.569289547 42.4269119955 0, -77.2368635673 42.3908806617 0, -77.2944377015 41.4040347455 0, -78.6065392232 41.4388462443 0, -78.569289547 42.4269119955 0))",USA,True
18TTL,"POLYGON Z ((-78.5941245518 41.4956464351 0, -77.2800518845 41.5292355003 0, -77.2461861184 40.5409099944 0, -78.5408226025 40.5084628253 0, -78.5941245518 41.4956464351 0))",USA,True
18TTM,"POLYGON Z ((-78.6450457662 42.3947013935 0, -77.3124072414 42.4293608719 0, -77.2769665673 41.4412121665 0, -78.5892686678 41.4077261895 0, -78.6450457662 42.3947013935 0))",USA,True
18TUL,"POLYGON Z ((-77.3971826192 41.526852301 0, -76.0814918074 41.5467587694 0, -76.0654154757 40.5578370988 0, -77.3615809774 40.5386078513 0, -77.3971826192 41.526852301 0))",USA,True
18TUM,"POLYGON Z ((-77.4311962672 42.426901687 0, -76.0968516842 42.4474430295 0, -76.0800271602 41.4586816132 0, -77.3939391636 41.438836285 0, -77.4311962672 42.426901687 0))",USA,True
18TVL,"POLYGON Z ((-76.1994491016 41.5455887675 0, -74.8829683656 41.5517851164 0, -74.8847084355 40.5626923868 0, -76.1816202922 40.5567069114 0, -76.1994491016 41.5455887675 0))",USA,True
18TVM,"POLYGON Z ((-76.216483315 42.4462357017 0, -74.8813058264 42.4526297453 0, -74.8831268968 41.4636925165 0, -76.1978247953 41.4575152058 0, -76.216483315 42.4462357017 0))",USA,True
10SEJ,"POLYGON Z ((-123.0002334544 39.7502679266 0, -121.7187196513 39.7431961917 0, -121.7365967808 38.7540360478 0, -123.000230196 38.7608644567 0, -123.0002334544 39.7502679266 0))",USA,True
10SGD,"POLYGON Z ((-120.8028975672 35.2231329166 0, -119.598005186 35.1952508288 0, -119.6382696659 34.2068165369 0, -120.8289365255 34.2336950624 0, -120.8028975672 35.2231329166 0))",USA,True
10SGE,"POLYGON Z ((-120.7780477118 36.124284255 0, -119.5595812636 36.0954669932 0, -119.6016716521 35.1072181615 0, -120.8052687156 35.1350099022 0, -120.7780477118 36.124284255 0))",USA,True
11SKU,"POLYGON Z ((-120.2951835442 35.1982077222 0, -119.0901471721 35.2250276976 0, -119.0653735271 34.235521621 0, -120.2561776636 34.2096670331 0, -120.2951835442 35.1982077222 0))",USA,True
11SKV,"POLYGON Z ((-120.3324065876 36.0985230303 0, -119.1137895726 36.1262426116 0, -119.0878912417 35.1368985412 0, -120.2916316773 35.1101654766 0, -120.3324065876 36.0985230303 0))",USA,True
12SVJ,"POLYGON Z ((-112.1676247275 39.7443952014 0, -110.8860743698 39.7502120214 0, -110.8876644379 38.7608104753 0, -112.1513324821 38.755193805 0, -112.1676247275 39.7443952014 0))",USA,True
12SWH,"POLYGON Z ((-111.0002304798 38.8489984834 0, -109.7350398852 38.8421486724 0, -109.7521345913 37.8528295029 0, -111.0002273641 37.8594419589 0, -111.0002304798 38.8489984834 0))",USA,True
12SWJ,"POLYGON Z ((-111.0002334544 39.7502679266 0, -109.7187196513 39.7431961917 0, -109.7365967808 38.7540360478 0, -111.000230196 38.7608644567 0, -111.0002334544 39.7502679266 0))",USA,True
12SXH,"POLYGON Z ((-109.8477094787 38.8433146054 0, -108.5832677968 38.8239923461 0, -108.6159000287 37.8353021099 0, -109.8632824087 37.8539550377 0, -109.8477094787 38.8433146054 0))",USA,True
12SXJ,"POLYGON Z ((-109.8328420445 39.7443998961 0, -108.5521150239 39.7244518411 0, -108.5862397213 38.7359364307 0, -109.8491277804 38.7551983381 0, -109.8328420445 39.7443998961 0))",USA,True
12SYE,"POLYGON Z ((-108.7780477118 36.124284255 0, -107.5595812636 36.0954669932 0, -107.6016716521 35.1072181615 0, -108.8052687156 35.1350099022 0, -108.7780477118 36.124284255 0))",USA,True
12SYF,"POLYGON Z ((-108.752069457 37.0252843026 0, -107.5194144911 36.9955106534 0, -107.5634139803 36.0074510114 0, -108.7805264921 36.0361759149 0, -108.752069457 37.0252843026 0))",USA,True
12SYG,"POLYGON Z ((-108.7249265393 37.9255905472 0, -107.477449085 37.8948386585 0, -107.5234456557 36.9069718126 0, -108.7546767104 36.9366503972 0, -108.7249265393 37.9255905472 0))",USA,True
12SYH,"POLYGON Z ((-108.6965295969 38.8262817083 0, -107.4335472033 38.7945272395 0, -107.48163776 37.8068570321 0, -108.7276358074 37.8375121853 0, -108.6965295969 38.8262817083 0))",USA,True
12SYJ,"POLYGON Z ((-108.666833532 39.7268153311 0, -107.3876394819 39.6940331175 0, -107.4379268563 38.7065632944 0, -108.6993625473 38.7382186438 0, -108.666833532 39.7268153311 0))",USA,True
12TVM,"POLYGON Z ((-112.216483315 42.4462357017 0, -110.8813058264 42.4526297453 0, -110.8831268968 41.4636925165 0, -112.1978247953 41.4575152058 0, -112.216483315 42.4462357017 0))",USA,True
12TWK,"POLYGON Z ((-111.0002365639 40.6508565153 0, -109.7016593384 40.6435572136 0, -109.7203579214 39.6545573065 0, -111.0002331558 39.6616069575 0, -111.0002365639 40.6508565153 0))",USA,True
12TWM,"POLYGON Z ((-111.000243226 42.4526911987 0, -109.6651084331 42.4449177239 0, -109.6855818807 41.4562418971 0, -111.0002394943 41.4637518867 0, -111.000243226 42.4526911987 0))",USA,True
12TWN,"POLYGON Z ((-111.0002467905 43.3528553919 0, -109.64555267 43.344834816 0, -109.6669853912 42.3563223896 0, -111.0002428839 42.36407192 0, -111.0002467905 43.3528553919 0))",USA,True
12TXK,"POLYGON Z ((-109.8173003773 40.6447996495 0, -108.51955068 40.6242099087 0, -108.5552421779 39.6358714699 0, -109.8343344799 39.6557572523 0, -109.8173003773 40.6447996495 0))",USA,True
12TXL,"POLYGON Z ((-109.8010303852 41.5455937685 0, -108.4854616094 41.5243446964 0, -108.5228018784 40.536185528 0, -109.8188520715 40.5567117422 0, -109.8010303852 41.5455937685 0))",USA,True
12TXM,"POLYGON Z ((-109.7840029773 42.4462408622 0, -108.4497870668 42.4243141366 0, -108.4888634531 41.4363363796 0, -109.8026540426 41.4575201915 0, -109.7840029773 42.4462408622 0))",USA,True
12TXN,"POLYGON Z ((-109.7661878622 43.3462000094 0, -108.4124638159 43.3235765959 0, -108.4533694277 42.3357822388 0, -109.7857128658 42.3576414527 0, -109.7661878622 43.3462000094 0))",USA,True
12TXP,"POLYGON Z ((-109.7475191278 44.2465509345 0, -108.3733540263 44.2232097399 0, -108.4161917204 43.2356009597 0, -109.7679673 43.2581553186 0, -109.7475191278 44.2465509345 0))",USA,True
12TXQ,"POLYGON Z ((-109.7279590322 45.1467528551 0, -108.3323789232 45.12267188 0, -108.3772587909 44.1352507247 0, -109.7493830752 44.1585207859 0, -109.7279590322 45.1467528551 0))",USA,True
12TYK,"POLYGON Z ((-108.6357917663 40.6266494069 0, -107.339654308 40.5928134217 0, -107.392247643 39.6055476373 0, -108.6698144654 39.6382275836 0, -108.6357917663 40.6266494069 0))",USA,True
12TYL,"POLYGON Z ((-108.6032964141 41.526862291 0, -107.2894253513 41.4919436333 0, -107.3444449856 40.504885836 0, -108.6388909579 40.5386175015 0, -108.6032964141 41.526862291 0))",USA,True
12TYM,"POLYGON Z ((-108.569289547 42.4269119955 0, -107.2368635673 42.3908806617 0, -107.2944377015 41.4040347455 0, -108.6065392232 41.4388462443 0, -108.569289547 42.4269119955 0))",USA,True
12TYN,"POLYGON Z ((-108.5337108589 43.3262569713 0, -107.1818762963 43.2890817984 0, -107.2421415547 42.3024516149 0, -108.5727044513 42.3383721014 0, -108.5337108589 43.3262569713 0))",USA,True
12TYP,"POLYGON Z ((-108.4964289328 44.2259751275 0, -107.1242610537 44.1876215835 0, -107.1873683405 43.2012113547 0, -108.5372645223 43.2382731563 0, -108.4964289328 44.2259751275 0))",USA,True
